Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name,FLAG
21.34,0,64.03,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
161.34,1.02,324.73,2,2,0,51.444483,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
1268.21,1033.31,390697.97,238,86,0,583,106.855528,42.135241,10028.18726,-838.6118421,1259657.874,1259521.998,0,10,15,0
1665.83,4152.79,397497.08,104,54,0,31.867,6.365157,3.448491,358.6430902,-14.92459607,1527903.434,1527137.695,0,15,21,0
157.78,0,315.57,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
107.53,0,322.58,3,1,0,101,101,33.666179,100.9985356,0.001464437,0,0,0,0,0,0
47647.06,106676.23,1189057.95,16,4,0,5.984403,3.316565,0.448747,7.1799554,6.08630571,2911.582607,0,0,0,14,0
160.7,0.99,323.38,2,2,0,67.403207,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,0,24.03,1,1,0,0.0295,0.0295,0.028918,0.028918468,0.000581532,0,0,0,0,0,0
3060.4,52579.13,522178.58,16,9,0,5.55558,1.028264,0.577929,9.24686115,0.007517171,0,0,0,0,0,0
0,16197.17,226760.43,0,14,1,14.419115,4.873012,0,0,68.22216144,1.223847859,0,0,0,2,0
5662.54,3977.51,1382974.7,148,137,0,2499.99,422.835694,408.286693,60426.43061,-2497.94056,2876425.912,2846279.438,0,22,40,0
46238.7,22579.21,713999.17,13,5,0,7.825938,3.252651,1.474615,19.17,-2.90674256,52698.73737,38176.56192,0,5,7,0
21.68,0,65.03,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,5068.71,319328.87,0,63,1,1.004111,0.756298,0,0,47.64678783,1.05593663,0,0,0,1,0
0,25013.98,200111.87,0,8,1,7.95,1.652959,0,0,13.22366865,0.175826155,0,0,0,1,0
54.99,705.97,887243.9,5107,859,19,40,1.351856,1.513027,7727.027304,-6565.782688,10365.77453,0,0,0,4,0
0,3.66,60283.65,1,2,0,1,1,1.999559,1.999559,0.000441,0.150652595,0,0,0,1,0
1565.63,6036.7,703629.62,33,108,0,1.131303,0.135955,0.272764,9.001203431,5.681988577,15351.24433,0,0,0,13,0
0,2099.81,226779.32,0,108,1,0.44158,0.202053,0,0,21.82174764,1.066871238,0,0,0,2,0
0,0,59.97,1,1,0,2.113002,2.113002,2.112561,2.11256053,0.000441,0,0,0,0,0,0
31.98,67019.02,201152.98,3,3,0,3,1.768363,1.766615,5.29984426,0.00524579,0,0,0,0,0,0
18.84,0,56.53,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,1971.86,226764.25,0,115,1,1.154862,0.670008,0,0,77.05089746,2.730862119,0,0,0,2,0
13173.53,41590.35,449214.83,12,7,0,10.26099,2.100213,1.223914,14.68696858,0.014521416,144535.6889,144534.6889,0,6,8,0
155.43,0,310.87,2,1,0,101,101,50.499286,100.9985715,0.001428506,0,0,0,0,0,0
279.66,31307.86,1104444.47,31,35,0,60,15.462389,17.457153,541.1717516,0.01187733,6,0,0,0,1,0
3833.93,1804.19,538779.32,125,33,0,20.99,5.64284,2.715914,339.4891919,-153.2754751,114164.0908,94684.1515,0,28,25,0
162.58,101350.2,710752.1,8,7,0,0.118199,0.03081,0.026476,0.21181119,0.00385796,0,0,0,0,0,0
3.83,19140.75,95722.9,5,5,0,1.3,0.4334,0.432198,2.16098929,0.00601071,0,0,0,0,0,0
21.76,2632.04,13269.02,5,5,0,11.199,3.851214,3.850039,19.2501929,0.0058748,0,0,0,0,0,0
0,0,3.27,1,1,0,13,13,12.999528,12.99952836,0.000471636,0,0,0,0,0,0
20275.65,8171.93,664007.83,13,49,0,1.12963,0.194851,0.73306,9.5297766,0.01790179,181.6405037,0,0,0,7,0
162.81,0.88,327.37,2,2,0,71.327237,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
8449.21,2071.7,257132.6,27,14,0,93.23944,13.12182,7.025484,189.6880584,-5.982584246,12740.03357,15179.857,0,4,8,0
23.88,0.18,72,3,2,0,93.210088,50.5,33.666151,100.9984519,0.001548055,0,0,0,0,0,0
14.16,17.62,158142.35,5227,4773,1,316.7352,3.040569,2.373059,12403.98152,2108.645197,3167027382,2176350,0,2,74,0
2.07,0,6.2,3,2,0,1475.227077,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,6309.77,88336.78,0,14,1,299.39,87.437642,0,0,1224.126985,0,0,0,0,0,0
163.78,0,327.55,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,1858.74,226766.82,0,122,1,0.79243,0.37996,0,0,46.35517692,1.791868199,0,0,0,2,0
159.49,0.84,320.67,2,2,0,51.381808,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
1.46,0.97,6.32,3,2,0,1631.525764,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,1648.74,201146.8,0,122,1,1.078618,0.364806,0,0,44.50628024,1.742475804,0,0,0,2,0
0,13340.01,226780.17,0,17,1,11.674446,4.719801,0,0,80.23661931,4.022905517,0,0,0,3,0
0,5154.12,226781.42,0,44,1,15.644816,1.654846,0,0,72.81322276,0.600101576,0,0,0,1,0
165.29,799.68,242212.58,43,294,0,0.74,0.106153,0.724813,31.16695125,0.04193436,71.53677769,0,0,0,1,0
3.12,6770.08,203196.13,30,30,0,1.016354,0.449717,0.449297,13.4789242,0.0126,0,0,0,0,0,0
15.99,0,47.97,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,5836.27,723697.73,0,124,1,0.602244,0.263836,0,0,32.71565976,2.966431181,0,0,0,4,0
0,1451.33,319292.6,0,220,1,12.057465,0.75735,0,0,166.6169122,1.55390903,0,0,0,2,0
21.36,0,64.08,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
33.3,4068.14,32811.53,8,8,0,0.199032,0.103633,0.103192,0.825538797,0.003528,0,0,0,0,0,0
138354.48,256.55,277735.15,2,4,0,0.1642,0.081055,0.16165,0.3233,0.00091967,0.024422267,0,0,0,1,0
0,0,21.52,1,1,0,11,11,10.99938,10.99938,0.00062,0,0,0,0,0,0
0,3306.43,393465.37,0,119,1,1.808261,0.446441,0,0,53.12650566,1.495366408,0,0,0,2,0
22.14,0,66.42,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,5331.21,719713.62,0,135,1,13.259,0.237433,0,0,32.05346803,43.61446738,0,0,0,6,0
0,0,8.42,1,1,0,0.5,0.5,0.49938,0.49938,0.00062,0,0,0,0,0,0
155.91,0,311.82,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
161.93,0.82,325.48,2,2,0,90.140487,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
6.15,33653.34,302923.18,7,9,0,48.026256,23.96921,30.816334,215.7143353,0.008551778,0,0,0,0,0,0
162.18,0.4,325.57,2,3,0,72.421917,33.666667,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
216.32,397.21,1498667.23,4876,1118,0,299.99,15.536044,3.508366,17106.79497,262.5027126,2530345.852,0,0,0,27,0
7.83,180.38,376.4,2,2,0,3.46,3.28,3.279496,6.558992,0.001008,0,0,0,0,0,0
128994.37,17341.49,818386.75,5,10,0,36.998735,12.23001,12.762,63.81,58.49009681,75915.96816,0,0,0,19,0
24.32,0.27,73.5,3,2,0,72.852493,50.5,33.666159,100.998477,0.001523001,0,0,0,0,0,0
21.68,0,65.03,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,0,308.7,1,1,0,3.541445,3.541445,3.540825,3.540825,0.00062,0,0,0,0,0,0
0,1744.39,226771,0,130,1,1.247152,0.380799,0,0,49.50381682,1.460971476,0,0,0,2,0
0,0,4.28,1,1,0,9,9,8.99938,8.99938,0.00062,0,0,0,0,0,0
16.23,0,64.9,4,1,0,101,101,25.249475,100.9979,0.0021,0,0,0,0,0,0
5.79,98.11,520080.33,4994,5006,0,8539.99,1496.767536,1500.306652,7492531.419,286.8641404,20076.97336,100,0,1,19,0
0,0,338.38,1,1,0,13.2,13.2,13.19938,13.19938,0.00062,0,0,0,0,0,0
101.53,0,304.58,3,1,0,101,101,33.666171,100.9985118,0.001488218,0,0,0,0,0,0
0.94,5119.52,76806.87,15,15,0,32.99,6.681588,6.680524,100.2078542,0.01596,0,0,0,0,0,0
49.24,2885.89,1329514.15,451,453,0,2.802318,1.07495,1.078864,486.5678733,0.38454356,1.10E-11,100,0,1,1,0
164.08,0.82,329.78,2,2,0,97.427051,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
2243.41,4445.15,424039.13,84,53,0,34.995,7.232415,4.895327,411.2075,-27.889522,382533.0672,393436.145,0,5,14,0
0,0,271.97,1,1,0,0.45,0.45,0.4478,0.4478,0.0022,0,0,0,0,0,0
0,22084.94,88339.77,0,4,1,39.99,21.107938,0,0,84.43175002,2,0,0,0,1,0
22.26,0,66.78,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
107.7,0,323.1,3,1,0,101,101,33.665848,100.9975442,0.002455818,0,0,0,0,0,0
34.61,0,103.82,3,1,0,101,101,33.666163,100.998488,0.001512,0,0,0,0,0,0
0,20160.98,60482.93,0,3,1,16.33,8.0021,0,0,24.0063,0,0,0,0,0,0
128.18,809.47,314450.98,1948,80,0,19.501825,1.852246,0.213816,416.5138777,-268.3342065,5032897.728,24009.7284,0,28,39,0
1.79,0.97,7.33,3,2,0,1631.954342,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,8089.49,105163.4,0,13,1,88,41.538462,0,0,540,632.264778,0,0,0,4,0
0,32397.45,226782.18,0,7,1,14.327025,4.796475,0,0,33.57532509,0.90571341,0,0,0,2,0
158.35,0.39,317.48,2,2,0,55.696783,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
15.57,0,62.27,4,1,0,101,101,25.249475,100.9979,0.0021,0,0,0,0,0,0
161.82,0.37,324.37,2,2,0,76.753755,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
22.16,0,66.47,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
162.17,1.78,327.92,2,2,0,59.305768,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
1221.91,2210.02,1014180.9,622,115,0,17,1.795828,0.410798,255.516237,-48.99599269,1553636392,178351.0732,0,212,32,0
241.41,3260.72,1108028.25,92,333,0,2.681,0.228124,0.824674,75.87001172,0.095189563,365.030377,100,0,1,3,0
4.04,7896.8,31603.37,4,4,0,2.5,2.125,2.124477,8.497909626,0.002090374,0,0,0,0,0,0
0,0,374.93,1,1,0,1,1,0.99938,0.99938,0.00062,0,0,0,0,0,0
4.46,53727.44,161195.7,3,3,0,2.1,1.417886,1.417003,4.251007996,0.002648962,0,0,0,0,0,0
737.36,72045.74,220561.37,6,3,0,0.499622,0.341747,0.262433,1.5746,-0.54935991,0,0,0,0,0,0
4.52,4604.66,23045.92,5,5,0,2.041194,0.736457,0.736001,3.680006315,0.002279865,0,0,0,0,0,0
162.16,0.33,324.97,2,2,0,87.332887,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,1579.15,228976.62,0,145,1,1.876788,0.68121,0,0,98.77547789,2.397740541,0,0,0,2,0
4.59,2.38,13.93,2,2,0,5,3.035,3.034528,6.069056727,0.000943273,0,0,0,0,0,0
265727.79,0,797183.38,3,1,0,2.995,2.995,0.996667,2.99,0.005,1194.569428,1.50E-12,0,1,12,0
110.51,0.21,331.93,3,2,0,96.798855,50.5,33.666165,100.9984936,0.001506437,0,0,0,0,0,0
19.79,0,59.38,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,2081.68,228984.53,0,110,1,0.5875,0.288181,0,0,31.69988104,0.933530493,0,0,0,2,0
32.07,5.23,85729.47,1247,8753,0,1000,1.205974,7.97406,9943.652855,612.2398303,1004133.095,244.2174303,0,1,19,0
0,6418.42,218226.4,0,34,1,131,10.952561,0,0,372.3870897,601.6638145,0,0,0,2,0
0,2241.92,291450.22,0,130,1,1.099375,0.744739,0,0,96.81606738,2.070341116,0,0,0,2,0
162.26,0.36,325.95,2,4,0,29.999496,25.25,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,0,12.07,1,1,0,4.177405,4.177405,4.176901,4.17690078,0.000504,0,0,0,0,0,0
11.47,3607.1,546301.77,142,151,0,1.976072,1.051654,1.117888,158.7401606,0.059640002,0,0,0,0,0,0
0,0,3.7,1,2,0,0.007132,0.005229,0.009837,0.009837,0.00062,0,0,0,0,0,0
158.47,0,316.95,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
14.92,0,59.67,4,1,0,101,101,25.249475,100.9979,0.0021,0,0,0,0,0,0
105.7,0.84,318.78,3,2,0,73.285499,50.5,33.666171,100.9985118,0.001488218,0,0,0,0,0,0
0,0,1.57,1,1,0,2.879014,2.879014,2.878104,2.87810427,0.00091,0,0,0,0,0,0
17.98,0,53.93,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
11445.85,5723.73,423547.67,5,64,0,1.063262,0.207776,3.946792,19.73396,-6.43631288,2744.990363,0,0,0,9,0
0,37796.25,226777.48,0,6,1,12,3.053333,0,0,18.32,0.909108039,0,0,0,2,0
7.33,6863.87,405393.55,58,59,0,0.61652,0.14513,0.146143,8.47629198,0.086380469,1.00E-12,0,0,0,1,0
163.68,0.48,328.82,2,3,0,90.998488,33.666667,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
20.8,0,62.4,3,1,0,101,101,33.665988,100.9979647,0.002035312,0,0,0,0,0,0
6887.65,3437.19,1019253.2,139,18,0,0.01,0.008944,0,0,0.161,3105.501001,3100.000001,0,4,9,0
550.07,754.3,808513.65,30,1050,0,20,0.434199,7.020333,210.61,245.299361,256986.1825,110297.9976,0,6,44,0
11.03,20845.88,250283,12,12,0,11.61413,4.734298,4.733583,56.80299512,0.00857799,0,0,0,0,0,0
149980.77,1033.87,304097.03,2,4,0,24.99,20.172462,40.344484,80.68896722,0.000882,606.0780676,0,0,0,2,0
0,2067.14,291466.8,0,141,1,1.003857,0.461002,0,0,65.0013181,1.780271219,0,0,0,2,0
1648.23,66539.98,954634.85,14,14,0,0.6,0.094797,0.094274,1.31983893,0.0073185,0,0,0,0,0,0
22.14,703.98,617637.35,838,851,0,7.956998,0.850302,0.863072,723.2547078,0.351981003,0,0,0,0,0,0
161.34,1.78,326.25,2,2,0,92.713553,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
163.56,0,327.12,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,0,380.8,1,1,0,6.317137,6.317137,6.316517,6.31651717,0.00062,0,0,0,0,0,0
0,0,88.55,1,1,0,2.009,2.009,2.008244,2.008244,0.000756,0,0,0,0,0,0
159.23,2.22,322.9,2,2,0,97.375539,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
2005.74,12113.39,406422.93,106,16,0,13,1.631744,0.469514,49.76852568,-23.66062855,4802.57967,4270.482,0,3,9,0
24.26,37024.26,296315.42,5,8,0,300,72.672553,116.273909,581.3695437,0.0108769,0,0,0,0,0,0
502.49,948.95,598943.47,412,413,0,7.868936,1.165283,1.172384,483.0222572,-1.760440359,2.272219989,0,0,0,1,0
0,6265.28,338325.37,0,54,1,1.007072,0.684021,0,0,36.93714834,1.770171457,0,0,0,3,0
37.19,7231.81,145380.03,20,20,0,25.7765,4.19188,4.187941,83.7588151,0.0787849,0,0,0,0,0,0
0,1578.7,192601.4,0,122,1,0.988395,0.350444,0,0,42.75411528,1.543309747,0,0,0,2,0
4641.35,7866.45,173931.38,29,5,0,1.368505,0.401257,0.135759,3.937,-1.930715,1000.090565,3480.249371,0,4,6,0
0,96.88,758527.15,1,3,0,0.973591,0.327864,0.983355,0.98335497,0.00023625,220.8699722,0,0,0,5,0
21767.65,22318.13,547494.18,19,6,0,4.534839,2.449456,0.734381,13.95323967,0.743496958,17662.42844,3260.1,0,2,17,0
0,0,1.85,1,1,0,9.999528,9.999528,9.999057,9.999056734,0.000471636,0,0,0,0,0,0
11.31,642.38,1622882.48,2463,2483,0,26.322885,2.013288,2.028921,4997.233287,1.76001129,0,100,0,1,0,0
14.93,3172.95,12751.52,4,4,0,7.452306,3.063672,3.057405,12.22961855,0.0250713,0,0,0,0,0,0
20.99,701.49,521633.9,722,722,0,0.999,0.235021,0.232724,168.0270422,1.658315508,0,0,0,0,0,0
957.01,3516.25,33226.82,9,7,0,1,0.388571,0.297786,2.68007317,0.03992683,31.32052913,0,0,0,1,0
13213.27,20483.29,101089.68,3,3,0,12.67,8.972182,8.968566,26.90569942,0.01084783,0,0,0,0,0,0
0,9675.71,319298.28,0,33,1,4.24,0.938198,0,0,30.96051797,1.121959909,0,0,0,2,0
108.26,0.3,325.38,3,2,0,80.441098,50.5,33.666179,100.9985356,0.001464437,0,0,0,0,0,0
0,2704.32,200119.98,0,74,1,1.003325,0.440153,0,0,32.5713083,0.961857793,0,0,0,2,0
13944.85,13269.39,910228.38,51,15,0,5.247801,2.154091,0.763472,38.93706538,-6.625704901,80766.38149,75595.2696,0,12,34,0
0,0,11.75,1,1,0,1.225782,1.225782,1.225162,1.22516233,0.00062,0,0,0,0,0,0
17.62,0,52.87,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
52.81,4549.21,612068.8,133,133,0,2000,84.967084,84.966372,11300.5275,0.094658461,0,0,0,0,0,0
215.84,4640.02,1002357.82,194,207,0,30.23,11.223954,11.975238,2323.196261,0.162247586,7686.586254,7335.2547,0,3,9,0
0,0,311.17,1,1,0,1,1,0.9978,0.9978,0.0022,0,0,0,0,0,0
107.99,0.63,325.23,3,2,0,51.687016,50.5,33.666171,100.9985118,0.001488218,0,0,0,0,0,0
1644.84,10597.74,837697.67,316,30,6,209,30.688046,3.072998,971.0672451,-50.42586932,102376134.5,1004207414,0,23,13,0
24.42,45579.72,273624.88,6,6,0,15,5.911006,5.908887,35.45331999,0.01271556,0,0,0,0,0,0
2151.88,3399.26,944971.67,139,190,0,84,6.925751,10.106446,1404.796,-88.90325673,4416493.517,4244942.056,0,16,32,0
29.96,11018.05,33144.02,3,3,0,45.05,20.13258,20.129776,60.38932835,0.008410881,0,0,0,0,0,0
11.89,6706.15,13436.08,2,2,0,2.7,2.35,2.349539,4.699078726,0.000921274,0,0,0,0,0,0
0,2673.65,291428.05,0,109,1,6.4279,0.806532,0,0,87.91199031,7.408144832,0,0,0,4,0
102.52,0,307.57,3,1,0,101,101,33.666171,100.9985118,0.001488218,0,0,0,0,0,0
0,5885.43,200104.5,0,34,1,0.808904,0.115209,0,0,3.917093162,0.698126874,0,0,0,2,0
160.75,0.22,322.15,2,3,0,95.998404,33.666667,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,37945.9,303567.2,0,8,1,10,4.51909,0,0,36.15272386,0,0,0,0,0,0
989.98,133801.44,950469.78,14,7,0,1.74,0.530047,0.264557,3.70379579,0.0065308,0,0,0,0,0,0
20029.51,32194.8,417794.43,8,8,0,0.008612,0.004296,0.003851,0.030807764,0.003556326,0,0,0,0,0,0
51.56,86039.07,172181.27,2,2,0,1,0.518185,0.499585,0.999170227,0.037200383,0,0,0,0,0,0
11756.05,3250.66,707319.25,48,44,0,100,14.758547,18.7273,898.910394,-249.5343084,1115878.29,66547.10498,0,12,29,0
21.68,0,65.03,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
162.3,0.53,325.65,2,2,0,70.752232,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,0,5.88,1,1,0,11.338449,11.338449,11.337978,11.33797766,0.000471636,0,0,0,0,0,0
14251.05,15074.93,488409.87,11,22,0,1.30424,0.232251,0.529217,5.821384959,-0.711864242,2.262720814,0,0,0,1,0
0,1444.48,226784,0,157,1,2,0.245773,0,0,38.5862982,0.956210347,0,0,0,2,0
6571.4,1715.89,990931.58,138,49,0,9.98,3.481437,1.320341,182.2070676,-11.61665783,1900853.765,620863.3194,0,30,66,0
0,2185.85,198912.68,0,91,1,0.36906,0.197775,0,0,17.99753353,1.014005037,0,0,0,2,0
4.29,10299.65,41215.77,4,4,0,0.458146,0.251971,0.251551,1.00620478,0.001680006,0,0,0,0,0,0
2.86,0.42,9.42,3,2,0,1165.811219,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,4123.11,226771,0,55,1,0.984093,0.655802,0,0,36.06910924,0.883436433,0,0,0,2,0
0,3794.51,250437.53,0,66,1,8.9966,0.933518,0,0,61.6121659,2.735920138,0,0,0,2,0
3.32,38592.43,115787.25,3,3,0,0.5,0.22,0.219259,0.657777912,0.002222088,0,0,0,0,0,0
102243.7,0,204487.4,2,1,0,0.12,0.12,0.059522,0.119044475,0.000955525,0,0,0,0,0,0
46868.26,47941.41,708389.68,10,5,0,270,98.6,49.299387,492.993868,0.006132,0,0,0,0,0,0
1928.49,5228.25,1079940.6,194,135,0,7.068,0.864797,0.614917,119.2939416,-2.54630521,159078.9485,59600.1008,0,8,56,0
198.83,8074.85,562212.68,66,68,0,10.533958,1.145949,1.178034,77.75025006,0.174294686,367.2087271,0,0,0,3,0
162.69,0.43,326.25,2,2,0,72.84258,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
22.99,0,68.97,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
109.67,4866.55,670034.38,119,135,0,3.121442,0.92493,1.047414,124.6423189,0.223189386,0,0,0,0,0,0
0,1143.25,198925.67,0,174,1,169.995,58.551009,0,0,10187.8755,790.367496,0,0,0,5,0
11499.01,17767.45,948066.9,50,21,0,50,2.784895,1.187884,59.39418523,-0.911389444,58633.65001,58290,0,18,7,0
6.11,0,18.33,3,2,0,1163.904018,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
1.85,0.07,7.53,4,2,0,1037.248053,1000.5,500.249528,2000.998113,0.001886545,0,0,0,0,0,0
71.13,1897.03,1157402.38,243,601,0,1.004055,0.321087,0.792895,192.6733734,0.299995605,3.030926412,0,0,0,2,0
0,18896.47,226757.65,0,12,1,5.999495,2.803604,0,0,33.64324615,1.707776274,0,0,0,2,0
0,0,10.72,1,1,0,0.101291,0.101291,0.100733,0.100733051,0.000558299,0,0,0,0,0,0
0,1619.76,226766.78,0,140,1,0.945623,0.424146,0,0,59.3804675,1.055879578,0,0,0,2,0
6104.05,12398.21,270099.02,28,8,0,22,4.824687,1.376071,38.53,0.0675,276510,276500,0,2,4,0
2.07,0,6.2,3,2,0,1475.696073,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
1079.73,2443.81,471823.48,16,186,0,1.001842,0.146578,1.588001,25.40802277,1.855563291,3329.357218,0,0,0,12,0
0,1667.28,226750.33,0,136,1,1.182213,0.659669,0,0,89.71499546,2.568011311,0,0,0,2,0
157.6,0,315.2,2,1,0,101,101,50.499286,100.9985715,0.001428506,0,0,0,0,0,0
1272.21,6185.5,242857.9,11,37,0,0.246193,0.080297,0.26926,2.961857069,0.009135,220.2678939,0,0,0,1,0
109.52,0.61,329.78,3,2,0,96.778329,50.5,33.666143,100.9984278,0.001572218,0,0,0,0,0,0
15.93,0,63.7,4,1,0,101,101,25.249475,100.9979,0.0021,0,0,0,0,0,0
163.26,0.3,327.12,2,2,0,79.177996,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
25.56,0,51.12,2,1,0,101,101,50.499475,100.99895,0.00105,0,0,0,0,0,0
0,2577.13,226787.03,0,88,1,5.995,1.089212,0,0,95.85064328,2.089595821,0,0,0,2,0
0,10409.55,291467.48,0,28,1,1.001263,0.741887,0,0,20.77283991,1.265133215,0,0,0,2,0
4.75,7.17,23.83,2,2,0,21.560511,10.792857,10.792386,21.58477118,0.000943273,0,0,0,0,0,0
0,0,4.33,1,1,0,1,1,0.999071,0.999070663,0.000929337,0,0,0,0,0,0
16.64,0,66.55,4,1,0,101,101,25.249475,100.9979,0.0021,0,0,0,0,0,0
10.07,971.71,1947768.85,1977,1984,0,77.127084,2.718987,2.72765,5392.564012,1.905622496,100,0,0,0,1,0
109.48,0,328.45,3,2,0,52.348566,50.5,33.666004,100.9980123,0.001987749,0,0,0,0,0,0
3673.96,4736,1013815.08,187,69,0,16,3.244963,3.305351,618.1006645,-394.1982412,8555432.624,7878329.117,0,18,64,0
159.27,233566.96,935382.77,7,4,0,210,52.694407,30.110677,210.7747414,0.00288864,0,0,0,0,0,0
1497.31,598.32,961255.43,630,30,0,5,1.602532,0.285428,179.8194161,-131.7434561,98728.45815,98302.75339,0,6,18,0
162.63,0.39,326.05,2,2,0,80.721905,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
160.78,0.3,322.15,2,2,0,86.001294,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
5378.06,18644.38,493708.43,71,6,0,199.995,50.307306,4.756225,337.692,-35.84816166,122328.5064,148174.7354,0,16,30,0
22.99,0,68.97,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,0,561.93,1,1,0,5,5,4.99938,4.99938,0.00062,0,0,0,0,0,0
22.88,0,68.65,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
2.45,0.66,8.67,3,2,0,1366.052401,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
21.8,0,65.4,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
6.85,0,20.55,3,2,0,1489.341869,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
9867.59,7300.03,897145.53,85,8,0,2.503,0.859344,0.180991,15.38426959,-8.509514879,13052.922,12624.58899,0,3,8,0
6657.51,9185.49,366241.93,15,29,0,4,0.810317,1.563049,23.44573578,0.053459377,2748.184599,2490.884074,0,7,13,0
11.25,636.88,1318.77,4,2,0,200,105,52.499507,209.998026,0.001974,0,0,0,0,0,0
0,0,24.95,1,1,0,0.418616,0.418616,0.418034,0.418034148,0.000581532,0,0,0,0,0,0
1089.98,11320.59,767447.68,29,65,0,8.89234,0.391281,1.011109,29.32215911,-3.888888368,6090.554406,555.2433323,0,1,10,0
496.56,164866.05,993665.37,9,6,0,3.00959,0.740233,0.493102,4.43791537,0.0034823,0,0,0,0,0,0
21.47,928.63,795858.2,823,838,0,30,1.100353,1.119769,921.5696042,0.526210952,0,0,0,0,0,0
16714.89,86561.22,722932.77,7,7,0,41.153148,12.466866,12.466503,87.26551897,0.002542702,0,0,0,0,0,0
2295.13,31116.84,1031180.85,29,31,0,0.284871,0.064443,0.064991,1.884735682,0.112985728,0,0,0,0,0,0
184.48,225.64,755014.05,109,3257,1,1180.5791,6.830555,204.100099,22246.91082,0.20723448,1011.42089,0,0,0,8,0
2.14,0.23,9.02,4,2,0,1355.160729,1000.5,500.249424,2000.997698,0.002302304,0,0,0,0,0,0
164.07,0,328.15,2,1,0,101,101,50.499246,100.9984925,0.00150753,0,0,0,0,0,0
25.25,0.14,76.17,3,3,0,74.25202,33.666667,33.666163,100.998488,0.001512,0,0,0,0,0,0
0,2217.6,319334.57,0,144,1,0.493984,0.277188,0,0,39.91506169,3.770704356,0,0,0,4,0
156.95,0,313.9,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
